"state","chamber","state_chamber","term","term_start","term_end","term_elec_yr","term_length","n_maj","n_min","chamber_size","legislature_size","num_chamber_comms","num_joint_comms","maj_SLES_median","min_SLES_median","maj_min_SLES_meddiff","maj_above_min_SLES_median","chair_SLES_median","notchair_SLES_median","chair_SLES_meddiff","majfrosh_SLES_meddiff","minfrosh_SLES_meddiff","num_female","share_female","kpb_dem_share","kpb_rep_share","share_dem","partisan_seatshare_diff","term_limits_enacted","term_limits_applied","aj_deny_hearing","aj_deny_report","aj_comm_gatekeep","aj_chamb_vote_comm_appts","aj_majleader_setscal","aj_majcom_setscal","aj_anymaj_setscal","aj_rules_change","SM_maj_median","SM_min_median","SM_median_diff","SM_maj_sd","SM_min_sd","squire_year","squire_index","leg_salary_yr_avg","slength_avg_all","ncsl_staff_year","ncsl_num_staff","ncsl_num_staff_per_leg","maj_party_controls_gov","maj_party_controls_oppo_chamber","unified_gov"
"GA","upper","GA-upper","2009_2010",2009,2010,2008,2,35,24,56,236,25,2,1.29561893229813,0.483027835851454,0.812591096446678,0.914285714285714,1.60727392738584,0.527796741654798,1.07947718573104,0.724573178412837,-0.0238210177085474,8,0.135593220338983,0.392857142857143,0.607142857142857,0.406779661016949,0.214285714285714,0,0,1,1,1,0,0,1,1,1,0.847,-0.648,1.495,0.216880835950654,0.324764160515219,2009,0.116,17484.23,40,2009,773,3.27542372881356,1,1,1
"GA","upper","GA-upper","2011_2012",2011,2012,2010,2,37,21,56,236,28,1,1.10302145195215,0.341340288796798,0.761681163155349,0.891891891891892,1.19827012008738,0.53313474922592,0.66513537086146,0.166271569400323,0.226110337826235,8,0.137931034482759,0.375,0.625,0.362068965517241,0.25,0,0,1,1,1,0,0,1,1,1,0.88,-0.784,1.664,0.230906817218343,0.299860717582935,2015,0.149357674,16640.92,48.75,2015,431,1.82627118644068,1,1,1
"GA","upper","GA-upper","2013_2014",2013,2014,2012,2,38,18,56,236,30,1,1.09872959638859,0.439363451074943,0.65936614531365,0.763157894736842,1.3444785227691,0.47179068913015,0.872687833638952,0.351931174443049,-0.359490491436084,8,0.142857142857143,NA,NA,0.321428571428571,0.357142857142857,0,0,1,1,1,0,0,1,1,1,0.904,-0.768,1.672,0.213268387882163,0.28902280870082,2015,0.149357674,16103.17,43.78,2015,431,1.82627118644068,1,1,1
"GA","upper","GA-upper","2015_2016",2015,2016,2014,2,40,18,56,236,30,1,1.13972527994958,0.365431768490434,0.774293511459146,0.775,1.0681748429926,0.673563904988505,0.394610938004091,0.0764711648540093,0.142779340295081,10,0.172413793103448,NA,NA,0.310344827586207,0.379310344827586,0,0,1,1,1,0,0,1,1,1,0.893,-0.85,1.743,0.170941806779863,0.242586970187591,2015,0.149357674,15857.85,43.21,2015,431,1.82627118644068,1,1,1
"GA","upper","GA-upper","2017_2018",2017,2018,2016,2,40,20,56,236,30,0,1.25071517723049,0.305151879370629,0.945563297859858,0.95,1.25071517723049,0.515059421492937,0.735655755737551,0.22331587770451,0.0835255872483221,13,0.216666666666667,NA,NA,0.333333333333333,0.333333333333333,0,0,1,1,1,0,0,1,1,1,0.893,-0.878,1.771,0.157342110999474,0.300655848974043,2015,0.149357674,15244.87,59.29,2015,431,1.82627118644068,1,1,1
"HI","lower","HI-lower","1999_2000",1999,2000,1998,2,40,12,51,76,18,0,0.524109879302434,0.130084845937801,0.394025033364633,0.925,1.04404887278169,0.267873944354746,0.77617492842694,0.332686857063933,0.0525293617370068,12,0.230769230769231,0.764705882352941,0.235294117647059,0.769230769230769,0.529411764705882,0,0,1,1,1,1,1,0,1,NA,-0.753,-0.178,0.575,0.177225746516728,0.0667924448926696,2003,0.225,41202.47,63.5,2003,652,8.57894736842105,1,1,1
"HI","lower","HI-lower","2001_2002",2001,2002,2000,2,32,19,51,76,16,0,0.753370970650371,0.133700097313151,0.61967087333722,0.9375,0.827470947934394,0.215454615582155,0.612016332352239,0.472046210600672,0.0868903025314811,13,0.254901960784314,0.627450980392157,0.372549019607843,0.627450980392157,0.254901960784314,0,0,1,1,1,1,1,0,1,NA,-0.773,-0.168,0.605,0.168271954905884,0.0658792635726368,2003,0.225,39093.68,66.5,2003,652,8.57894736842105,1,1,1
"HI","lower","HI-lower","2003_2004",2003,2004,2002,2,36,15,51,76,17,0,0.725669019892772,0.105344603648197,0.620324416244575,0.944444444444444,1.16927790790183,0.301576359181621,0.867701548720211,0.530156756591719,0.0604555968963685,14,0.274509803921569,0.705882352941177,0.294117647058824,0.705882352941177,0.411764705882353,0,0,1,1,1,1,1,0,1,NA,-0.712,-0.136,0.576,0.148079362065662,0.0544730041152058,2003,0.225,37430.93,60.5,2003,652,8.57894736842105,0,1,0
"HI","lower","HI-lower","2005_2006",2005,2006,2004,2,43,11,51,76,19,0,0.665666691432873,0.0989062958137108,0.566760395619162,0.953488372093023,1.17892413219517,0.379310749508295,0.79961338268688,0.648477589948395,0.0688808638009722,18,0.333333333333333,0.803921568627451,0.196078431372549,0.796296296296296,0.607843137254902,0,0,1,1,1,1,1,0,1,NA,-0.753,-0.154,0.599,0.166182093460114,0.0549809565910826,2009,0.262,37588.28,60.5,2009,707,9.30263157894737,0,1,0
"HI","lower","HI-lower","2007_2008",2007,2008,2006,2,43,8,51,76,17,0,0.816405092621799,0.1619783106773,0.6544267819445,0.953488372093023,1.3765809421924,0.264962546241622,1.11161839595078,0.805958399695938,-0.016152950505813,18,0.352941176470588,0.843137254901961,0.156862745098039,0.843137254901961,0.686274509803922,0,0,1,1,1,1,1,0,1,NA,-0.714,-0.192,0.522,0.187948108012787,0.10170523687372,2009,0.262,37462.17,67,2009,707,9.30263157894737,0,1,0
"HI","lower","HI-lower","2009_2010",2009,2010,2008,2,45,6,51,76,16,0,0.620976481176503,0.181036951779218,0.439939529397285,0.888888888888889,1.11487487424083,0.356603976624675,0.758270897616151,0.42427104992357,NA,18,0.352941176470588,0.882352941176471,0.117647058823529,0.882352941176471,0.764705882352942,0,0,1,1,1,1,1,0,1,NA,-0.714,-0.192,0.522,0.175183995777305,0.0321199028078882,2009,0.262,49107.47,63.5,2009,707,9.30263157894737,0,1,0
"HI","lower","HI-lower","2011_2012",2011,2012,2010,2,45,8,51,76,20,0,0.804549753311654,0.103872072790816,0.700677680520838,0.955555555555556,0.922172056168783,0.42740223857363,0.494769817595153,0.65631104456862,0.0790994212345699,18,0.339622641509434,0.843137254901961,0.156862745098039,0.849056603773585,0.686274509803922,0,0,1,1,1,1,1,0,1,NA,-0.71,-0.196,0.514,0.179137432641757,0.0159595369109714,2015,0.321138909,44402.34,68.69,2015,591,7.77631578947368,1,1,1
"HI","lower","HI-lower","2013_2014",2013,2014,2012,2,45,7,51,76,19,0,0.668108126999823,0.175869494856837,0.492238632142986,0.911111111111111,1.18751965965863,0.460195645947376,0.727324013711253,0.246531614985993,0.170800385352254,16,0.307692307692308,NA,NA,0.865384615384615,0.730769230769231,0,0,1,1,1,1,1,0,1,NA,-0.7,-0.213,0.487,0.173453133218749,0.014889487391634,2015,0.321138909,48300.14,62,2015,591,7.77631578947368,1,1,1
"HI","lower","HI-lower","2015_2016",2015,2016,2014,2,44,8,51,76,19,0,0.629074562098322,0.163296480550732,0.46577808154759,0.954545454545455,1.23296758678776,0.394870700978079,0.838096885809681,0.150740980365416,0.199725842014291,15,0.288461538461538,NA,NA,0.846153846153846,0.692307692307692,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,2015,0.321138909,53954.36,64.21,2015,591,7.77631578947368,1,1,1
"HI","lower","HI-lower","2017_2018",2017,2018,2016,2,46,6,51,76,19,0,0.872299860642603,0.156526433342635,0.715773427299968,0.934782608695652,1.35890422810698,0.406677168013607,0.952227060093378,0.524157246390709,NA,15,0.288461538461538,NA,NA,0.884615384615385,0.769230769230769,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,2015,0.321138909,53957.46,71,2015,591,7.77631578947368,1,1,1
"HI","upper","HI-upper","1999_2000",1999,2000,1998,2,23,2,25,76,12,0,0.600215998561601,0.155328584978138,0.444887413583463,0.869565217391304,0.65726493256689,0.252237419710203,0.405027512856687,0.249960961064602,NA,5,0.2,0.92,0.08,0.92,0.84,0,0,1,1,1,0,0,0,0,NA,-0.795,0.222,1.017,0.191351703575615,1.3442810668015,2003,0.225,41202.47,63.5,2003,652,8.57894736842105,1,1,1
"HI","upper","HI-upper","2001_2002",2001,2002,2000,2,22,3,25,76,12,0,0.690242895115802,0.153293355749902,0.5369495393659,0.954545454545455,0.703942425066067,0.435297128214627,0.26864529685144,0.0501671738172416,0.0419446140269041,6,0.24,0.88,0.12,0.88,0.76,0,0,1,1,1,0,0,0,0,NA,-0.814,0.557,1.371,0.125636602748053,0.382846975796728,2003,0.225,39093.68,66.5,2003,652,8.57894736842105,1,1,1
"HI","upper","HI-upper","2003_2004",2003,2004,2002,2,20,5,25,76,13,0,0.851213620590448,0.083254605268751,0.767959015321697,1,0.925824949430495,0.231309588795231,0.694515360635264,0.470398573797622,0.0439248372730764,7,0.28,0.8,0.2,0.8,0.6,0,0,1,1,1,0,0,0,0,NA,-0.803,0.557,1.36,0.161414712007162,0.476226883640865,2003,0.225,37430.93,60.5,2003,652,8.57894736842105,0,1,0
"HI","upper","HI-upper","2005_2006",2005,2006,2004,2,20,5,25,76,15,0,0.846510855745539,0.069599982044294,0.776910873701245,1,0.976351936336335,0.185279457342545,0.79107247899379,0.604286848069483,NA,6,0.24,0.8,0.2,0.8,0.6,0,0,1,1,1,0,0,0,0,NA,-0.801,0.557,1.358,0.159907151594885,0.476226883640865,2009,0.262,37588.28,60.5,2009,707,9.30263157894737,0,1,0
"HI","upper","HI-upper","2007_2008",2007,2008,2006,2,21,4,25,76,13,0,0.875993867619465,0.0969515923351831,0.779042275284282,1,0.886757966129449,0.247029768000721,0.639728198128728,0.498922461453816,NA,7,0.28,0.8,0.2,0.84,0.6,0,0,1,1,1,0,0,0,0,NA,-0.801,0.471,1.272,0.160407465699178,0.619920024772225,2009,0.262,37462.17,67,2009,707,9.30263157894737,0,1,0
"HI","upper","HI-upper","2009_2010",2009,2010,2008,2,23,2,25,76,14,0,0.876314905396624,0.162239084127079,0.714075821269545,1,0.891946114985614,0.424867638162407,0.467078476823208,0.518080182015572,NA,7,0.28,0.92,0.08,0.92,0.84,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2009,0.262,49107.47,63.5,2009,707,9.30263157894737,0,1,0
"HI","upper","HI-upper","2011_2012",2011,2012,2010,2,24,1,25,76,14,0,0.536994320272023,0.240710462659988,0.296283857612034,0.833333333333333,1.12825931663992,0.291447630472836,0.836811686167082,0.439127252555179,NA,9,0.36,0.96,0.04,0.96,0.92,0,0,1,1,1,0,0,0,0,NA,-0.756,1.173,1.929,0.259942978844223,NA,2015,0.321138909,44402.34,68.69,2015,591,7.77631578947368,1,1,1
"HI","upper","HI-upper","2013_2014",2013,2014,2012,2,24,1,25,76,16,0,0.543412077604907,0.371877557014196,0.17153452059071,0.708333333333333,0.822675956837599,0.399611294821615,0.423064662015984,0.538458946923944,NA,8,0.32,NA,NA,0.96,0.92,0,0,1,1,1,0,0,0,0,NA,-0.715,1.173,1.888,0.302515962196703,NA,2015,0.321138909,48300.14,62,2015,591,7.77631578947368,1,1,1
"HI","upper","HI-upper","2015_2016",2015,2016,2014,2,24,1,25,76,16,0,0.72682510810349,0.295554542127298,0.431270565976192,0.791666666666667,0.567848109099701,0.72682510810349,-0.158976999003789,0.543321579333782,NA,8,0.32,NA,NA,0.96,0.92,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2015,0.321138909,53954.36,64.21,2015,591,7.77631578947368,1,1,1
"HI","upper","HI-upper","2017_2018",2017,2018,2016,2,25,0,25,76,16,0,0.687222471562806,NA,NA,1,0.896195761169255,0.471306876856232,0.424888884313023,-0.241839554056659,NA,7,0.28,NA,NA,1,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2015,0.321138909,53957.46,71,2015,591,7.77631578947368,1,1,1
"IA","lower","IA-lower","2003_2004",2003,2004,2002,2,54,49,100,150,17,0,1.40500853401831,0.270535197578731,1.13447333643957,0.925925925925926,1.51709750184734,0.572781801811809,0.944315700035528,-0.309548094121215,0.216771347737557,25,0.242718446601942,0.46,0.54,0.475728155339806,0.08,0,0,1,1,1,0,1,0,1,NA,0.579,-0.96,1.539,0.168149482057074,0.181447721866594,2003,0.17,24640.29,77.03,2003,370,2.46666666666667,0,1,0
"IA","lower","IA-lower","2005_2006",2005,2006,2004,2,52,49,100,150,17,0,1.50885382409153,0.281783214102581,1.22707060998895,0.884615384615385,1.18444226404083,0.519902050306063,0.664540213734767,-0.235766799550894,0.102970656533026,25,0.247524752475248,0.49,0.51,0.485148514851485,0.02,0,0,1,1,1,0,1,0,1,NA,-0.95,0.568,1.518,0.195347054995649,0.170942090346378,2009,0.167,23498.76,85.2,2009,370,2.46666666666667,0,0,0
"IA","lower","IA-lower","2007_2008",2007,2008,2006,2,54,46,100,150,19,0,1.40803394552334,0.213627725706187,1.19440621981716,0.962962962962963,1.60897607625186,0.398112608087392,1.21086346816447,-0.166384873472795,0.214298751355472,28,0.28,0.54,0.46,0.54,0.08,0,0,1,1,1,0,1,0,1,NA,-0.957,0.572,1.529,0.167662059050587,0.186965507183817,2009,0.167,25805.75,75.26,2009,370,2.46666666666667,1,1,1
"IA","lower","IA-lower","2009_2010",2009,2010,2008,2,58,44,100,150,20,7,0.998485472028128,0.368674518647473,0.629810953380656,0.931034482758621,1.56716140796787,0.618065087446993,0.949096320520875,0.708719123944507,0.205803045896374,26,0.254901960784314,0.56,0.44,0.568627450980392,0.12,0,0,1,1,1,0,1,0,1,NA,-0.96,0.607,1.567,0.15813031281226,0.164281629890382,2009,0.167,25205.03,64.96,2009,370,2.46666666666667,1,1,1
"IA","lower","IA-lower","2011_2012",2011,2012,2010,2,60,40,100,150,19,1,1.34433604741222,0.237441472104614,1.1068945753076,0.933333333333333,1.09794157610686,0.525322327406962,0.572619248699901,-0.256745040026625,-0.0503666496281482,24,0.24,0.4,0.6,0.4,0.2,0,0,1,1,1,0,1,0,1,NA,0.625,-0.954,1.579,0.175631528039138,0.174016580600005,2015,0.240965534,23989.33,104.37,2015,342,2.28,1,0,0
"IA","lower","IA-lower","2013_2014",2013,2014,2012,2,54,48,100,150,19,1,1.32724244060525,0.219269494451198,1.10797294615405,0.962962962962963,1.3146139743104,0.422828850952677,0.891785123357723,-0.14284507932892,0.122727603007802,25,0.245098039215686,NA,NA,0.470588235294118,0.0588235294117647,0,0,1,1,1,0,1,0,1,NA,0.649,-0.939,1.588,0.148426810280813,0.189251216224008,2015,0.240965534,23214.11,85.2,2015,342,2.28,1,0,0
"IA","lower","IA-lower","2015_2016",2015,2016,2014,2,59,43,100,150,19,0,1.37383848318187,0.183318584070796,1.19051989911108,0.949152542372881,1.40182504711359,0.380530973451327,1.02129407366226,0.186700963720098,0.116659292035398,27,0.264705882352941,NA,NA,0.42156862745098,0.156862745098039,0,0,1,1,1,0,1,0,1,NA,0.663,-0.959,1.622,0.155335677123792,0.167575121675623,2015,0.240965534,22860.47,102.86,2015,342,2.28,1,0,0
"IA","lower","IA-lower","2017_2018",2017,2018,2016,2,61,42,100,150,19,0,1.17698459732145,0.155520745164046,1.02146385215741,0.918032786885246,0.892373617717459,0.444527386793056,0.447846230924403,-0.305387913632464,0.105543334256589,28,0.271844660194175,NA,NA,0.407766990291262,0.184466019417476,0,0,1,1,1,0,1,0,1,NA,0.683,-0.96,1.643,0.227508082270785,0.177248382744022,2015,0.240965534,21976.81,81.43,2015,342,2.28,1,1,1
"IA","upper","IA-upper","2003_2004",2003,2004,2002,2,30,21,50,150,16,0,1.08370090320992,0.301708214016052,0.781992689193865,0.833333333333333,1.07870544394681,0.271051406044225,0.807654037902589,-0.314966871861224,0.183170935212681,8,0.156862745098039,0.42,0.58,0.411764705882353,0.16,0,0,1,1,1,0,1,0,1,NA,0.546,-0.975,1.521,0.222837386563983,0.142488124867031,2003,0.17,24640.29,77.03,2003,370,2.46666666666667,0,1,0
"IA","upper","IA-upper","2005_2006",2005,2006,2004,2,50,0,50,150,16,0,0.917664305717466,NA,NA,1,0.965871218015603,0.744172928237731,0.221698289777872,-0.113005162893385,NA,5,0.1,0.5,0.5,0.5,0,0,0,1,1,1,0,1,0,1,NA,-0.932,0.525,1.457,NA,NA,2009,0.167,23498.76,85.2,2009,370,2.46666666666667,NA,NA,NA
"IA","upper","IA-upper","2007_2008",2007,2008,2006,2,30,20,50,150,17,0,1.40123334536896,0.197064673808455,1.20416867156051,0.966666666666667,0.84668476680106,0.461332372131484,0.385352394669576,-0.456787088731538,0.119206358830889,6,0.12,0.6,0.4,0.6,0.2,0,0,1,1,1,0,1,0,1,NA,-0.934,0.597,1.531,0.145336242647889,0.247632207897148,2009,0.167,25805.75,75.26,2009,370,2.46666666666667,1,1,1
"IA","upper","IA-upper","2009_2010",2009,2010,2008,2,32,18,50,150,19,7,1.37977301445189,0.126409038836565,1.25336397561532,1,1.36691075218961,0.204848792361062,1.16206195982855,-0.624774540792754,0.0254478859741304,9,0.18,0.64,0.36,0.64,0.28,0,0,1,1,1,0,1,0,1,NA,-0.931,0.671,1.602,0.14819903195174,0.199197968282922,2009,0.167,25205.03,64.96,2009,370,2.46666666666667,1,1,1
"IA","upper","IA-upper","2011_2012",2011,2012,2010,2,27,24,50,150,17,1,1.38209816650939,0.178845118763449,1.20325304774594,1,1.20790900976841,0.398513697300696,0.809395312467713,0.70990223676522,-0.243714688655856,9,0.176470588235294,0.52,0.48,0.529411764705882,0.04,0,0,1,1,1,0,1,0,1,NA,-0.931,0.663,1.594,0.164765538986358,0.15723554461547,2015,0.240965534,23989.33,104.37,2015,342,2.28,0,0,0
"IA","upper","IA-upper","2013_2014",2013,2014,2012,2,26,25,50,150,17,1,1.27275281215437,0.148317228435923,1.12443558371845,0.961538461538462,2.15903393000297,0.227964695484564,1.9310692345184,0.326820387112994,0.145066827881045,10,0.196078431372549,NA,NA,0.509803921568627,0.0196078431372549,0,0,1,1,1,0,1,0,1,NA,-0.971,0.701,1.672,0.144279971148668,0.1524878946171,2015,0.240965534,23214.11,85.2,2015,342,2.28,0,0,0
"IA","upper","IA-upper","2015_2016",2015,2016,2014,2,26,24,50,150,17,0,1.78708124687872,0.131859446081714,1.655221800797,0.961538461538462,1.83212067863234,0.281241493918599,1.55087918471375,0.712535439814353,0.0588223068471052,7,0.14,NA,NA,0.52,0.04,0,0,1,1,1,0,1,0,1,NA,-0.942,0.733,1.675,0.146757022330871,0.151713034658072,2015,0.240965534,22860.47,102.86,2015,342,2.28,0,0,0
"IA","upper","IA-upper","2017_2018",2017,2018,2016,2,31,20,50,150,17,0,1.34862957155333,0.229788536845918,1.11884103470741,0.935483870967742,1.68022206482749,0.563224564075514,1.11699750075197,0.243705247159868,0.13137816429104,6,0.117647058823529,NA,NA,0.392156862745098,0.215686274509804,0,0,1,1,1,0,1,0,1,NA,0.759,-0.942,1.701,0.217513441255923,0.1572303623918,2015,0.240965534,21976.81,81.43,2015,342,2.28,1,1,1
"ID","lower","ID-lower","1999_2000",1999,2000,1998,2,60,14,70,105,14,0,0.89031709744915,0.679396413940668,0.210920683508482,0.633333333333333,0.888143688381144,0.850125877044556,0.038017811336588,0.287199407043552,-0.0248980932482135,18,0.243243243243243,0.171428571428571,0.828571428571429,0.175675675675676,0.657142857142858,0,0,1,1,1,0,0,0,0,NA,0.737,-0.728,1.465,0.436181828977349,0.456493296822203,2003,0.138,19004.64,68.14,2003,183,1.74285714285714,1,1,1
"ID","lower","ID-lower","2001_2002",2001,2002,2000,2,62,9,70,105,14,0,0.789619636565504,0.864619197944335,-0.0749995613788309,0.435483870967742,0.857919299685229,0.802700593293172,0.0552187063920567,0.1907389603985,0.133703983692134,18,0.253521126760563,0.128571428571429,0.871428571428571,0.126760563380282,0.742857142857142,0,0,1,1,1,0,0,0,0,NA,0.767,-0.729,1.496,0.409306140343849,0.342774025518907,2003,0.138,19114.37,75,2003,183,1.74285714285714,1,1,1
"ID","lower","ID-lower","2003_2004",2003,2004,2002,2,55,17,70,105,14,0,0.896115987787059,0.42157056692562,0.474545420861439,0.709090909090909,0.988838220005419,0.675004669530914,0.313833550474505,0.498470169580313,0.43907946922001,24,0.333333333333333,0.228571428571429,0.771428571428571,0.236111111111111,0.542857142857142,0,0,1,1,1,0,0,0,0,NA,0.737,-0.801,1.538,0.438133148355274,0.38643884798366,2003,0.138,18301.39,83.5,2003,183,1.74285714285714,1,1,1
"ID","lower","ID-lower","2005_2006",2005,2006,2004,2,58,13,70,105,14,0,0.805966051635583,0.566417625356684,0.239548426278899,0.758620689655172,0.690745361877473,0.785652285215576,-0.0949069233381026,0.297231928143472,0.145240083593942,25,0.352112676056338,0.185714285714286,0.814285714285714,0.183098591549296,0.628571428571428,0,0,1,1,1,0,0,0,0,NA,0.725,-0.822,1.547,0.425807948137436,0.296900914432443,2009,0.12,17196.09,64.25,2009,145,1.38095238095238,1,1,1
"ID","lower","ID-lower","2007_2008",2007,2008,2006,2,52,19,70,105,14,0,0.86277363128333,0.522666129257922,0.340107502025409,0.75,0.74958996960256,0.855151825092289,-0.10556185548973,0.112730491836526,0.0857683073466027,19,0.267605633802817,0.271428571428571,0.728571428571429,0.267605633802817,0.457142857142858,0,0,1,1,1,0,0,0,0,NA,0.989,-0.825,1.814,0.381706066057118,0.318361344519597,2009,0.12,16635.42,60.35,2009,145,1.38095238095238,1,1,1
"ID","lower","ID-lower","2009_2010",2009,2010,2008,2,52,18,70,105,14,3,0.824998947567382,0.601402355222622,0.22359659234476,0.673076923076923,0.554982655034506,0.84063092612924,-0.285648271094734,-0.143731495793716,-0.274592764178479,18,0.257142857142857,0.257142857142857,0.742857142857143,0.257142857142857,0.485714285714286,0,0,1,1,1,0,0,0,0,NA,1.029,-0.822,1.851,0.365114096020439,0.305808214703944,2009,0.12,16248.17,72.77,2009,145,1.38095238095238,1,1,1
"ID","lower","ID-lower","2011_2012",2011,2012,2010,2,58,13,70,105,14,3,0.838510184048216,0.866068118030011,-0.0275579339817952,0.448275862068966,0.880495402520407,0.804670337756832,0.0758250647635743,0.208466902270063,0.41346699482205,20,0.28169014084507,0.185714285714286,0.814285714285714,0.183098591549296,0.628571428571428,0,0,1,1,1,0,0,0,0,NA,1.041,-0.916,1.957,0.402213720406829,0.238773269654263,2015,0.16858265,15617.39,72.75,2015,136,1.2952380952381,1,1,1
"ID","lower","ID-lower","2013_2014",2013,2014,2012,2,57,14,70,105,14,3,0.839151323857679,0.631173049988046,0.207978273869633,0.631578947368421,0.415697797430025,0.925214393171139,-0.509516595741114,-0.0988883053166313,0.57892379881217,23,0.323943661971831,NA,NA,0.197183098591549,0.605633802816901,0,0,1,1,1,0,0,0,0,NA,1.041,-0.814,1.855,0.36847390523839,0.264615684510298,2015,0.16858265,15263.74,57.51,2015,136,1.2952380952381,1,1,1
"ID","lower","ID-lower","2015_2016",2015,2016,2014,2,56,14,70,105,14,3,0.897085828761658,0.742431764105664,0.154654064655995,0.553571428571429,0.916708113753672,0.836016282130332,0.0806918316233406,0.215723611287321,0.0615523356943301,19,0.271428571428571,NA,NA,0.2,0.6,0,0,1,1,1,0,0,0,0,NA,1.066,-0.782,1.848,0.408942874163343,0.335659075965698,2015,0.16858265,15256.16,71.64,2015,136,1.2952380952381,1,1,1
"ID","lower","ID-lower","2017_2018",2017,2018,2016,2,61,12,70,105,14,0,0.968943269590172,0.663307421141533,0.305635848448639,0.688524590163934,0.917926932184158,0.921654483334049,-0.00372755114989076,0.4753388174446,0.547658290640314,24,0.328767123287671,NA,NA,0.164383561643836,0.671232876712329,0,0,1,1,1,0,0,0,0,NA,1.106,-0.991,2.097,0.424799558719006,0.249144693773109,2015,0.16858265,14959.17,57.14,2015,136,1.2952380952381,1,1,1
"ID","upper","ID-upper","1999_2000",1999,2000,1998,2,32,4,35,105,10,0,0.919892779970671,0.732462291181794,0.187430488788877,0.6875,0.919892779970671,0.880287589172054,0.0396051907986166,0.212954257645112,NA,6,0.166666666666667,0.114285714285714,0.885714285714286,0.111111111111111,0.771428571428572,0,0,0,0,0,1,0,0,0,NA,0.642,-0.476,1.118,0.295645910440183,0.392022474891075,2003,0.138,19004.64,68.14,2003,183,1.74285714285714,1,1,1
"ID","upper","ID-upper","2001_2002",2001,2002,2000,2,35,4,35,105,10,0,0.886859968195227,0.73937354587238,0.147486422322848,0.542857142857143,0.652962764467509,1.25053166613088,-0.597568901663375,0.669867864965408,0.4581399497014,7,0.179487179487179,0.0857142857142857,0.914285714285714,0.102564102564103,0.828571428571428,0,0,0,0,0,1,0,0,0,NA,0.653,-0.551,1.204,0.34429141372528,0.327740899499706,2003,0.138,19114.37,75,2003,183,1.74285714285714,1,1,1
"ID","upper","ID-upper","2003_2004",2003,2004,2002,2,29,7,35,105,10,0,1.23183739473305,0.383412786446479,0.848424608286566,0.862068965517241,1.10344643331006,0.918294927519475,0.185151505790581,0.74959045412192,0.363331560104221,4,0.111111111111111,0.2,0.8,0.194444444444444,0.6,0,0,0,0,0,1,0,0,0,NA,0.649,-0.985,1.634,0.385660208198681,0.251781416563461,2003,0.138,18301.39,83.5,2003,183,1.74285714285714,1,1,1
"ID","upper","ID-upper","2005_2006",2005,2006,2004,2,29,7,35,105,10,0,0.995106449045591,0.681085767428329,0.314020681617262,0.689655172413793,0.960386164537101,0.825394707226502,0.134991457310599,0.333896333910944,-0.153522622541861,4,0.111111111111111,0.2,0.8,0.194444444444444,0.6,0,0,0,0,0,1,0,0,0,NA,0.677,-1.251,1.928,0.386980553608106,0.309501908491525,2009,0.12,17196.09,64.25,2009,145,1.38095238095238,1,1,1
"ID","upper","ID-upper","2007_2008",2007,2008,2006,2,28,8,35,105,10,0,1.03626722952219,0.697921424541671,0.338345804980515,0.678571428571429,1.06714150880855,0.917860323913538,0.149281184895017,0.0633142102074467,0.117350616536363,6,0.166666666666667,0.2,0.8,0.222222222222222,0.6,0,0,0,0,0,1,0,0,0,NA,0.676,-1.251,1.927,0.414409103442777,0.336069976114626,2009,0.12,16635.42,60.35,2009,145,1.38095238095238,1,1,1
"ID","upper","ID-upper","2009_2010",2009,2010,2008,2,28,9,35,105,10,3,1.13886165953034,0.338434400497278,0.800427259033063,0.857142857142857,1.19472993646787,0.660695838374901,0.534034098092965,-0.0908525964819884,-0.405263473072571,9,0.243243243243243,0.2,0.8,0.243243243243243,0.6,0,0,0,0,0,1,0,0,0,NA,0.774,-1.028,1.802,0.460809238009924,0.322675161703948,2009,0.12,16248.17,72.77,2009,145,1.38095238095238,1,1,1
"ID","upper","ID-upper","2011_2012",2011,2012,2010,2,29,7,35,105,10,3,0.825308904307407,0.581702847414157,0.24360605689325,0.620689655172414,0.864318468521923,0.870643806592603,-0.0063253380706797,0.388379334149658,0.0558602823363474,9,0.25,0.2,0.8,0.194444444444444,0.6,0,0,0,0,0,1,0,0,0,NA,0.777,-1.009,1.786,0.42189565838983,0.278030305038269,2015,0.16858265,15617.39,72.75,2015,136,1.2952380952381,1,1,1
"ID","upper","ID-upper","2013_2014",2013,2014,2012,2,28,8,35,105,10,3,1.0288940899726,0.483830037234643,0.545064052737958,0.785714285714286,0.916180047774149,0.899044817314469,0.0171352304596797,-0.0398150867309082,0.26915172641918,6,0.166666666666667,NA,NA,0.222222222222222,0.555555555555556,0,0,0,0,0,1,0,0,0,NA,0.911,-1.074,1.985,0.341733975278163,0.369438381007959,2015,0.16858265,15263.74,57.51,2015,136,1.2952380952381,1,1,1
