"pers_id","cntry","NUTS1","NUTS2","NUTS3","gender","age","educ","inc_dec","migbck","rur","rur_cont","plid","urid","rurid","lr","immi","resbio","res","thermo.in","thermo.out","int.in","open.in","hon.in","self.in","hypo.in","int.out","open.out","hon.out","self.out","hypo.out","eco","rep1","rep2","cult1","cult2","AP_Wag","galtan19","galtan23","family23","reg_unemp","pop_delta","popdens_n3","EQI"
561,"DK","DK0","DK04","DK042","female",39,"Low",4,"No","rural","Rather rural",8,4,9,6,0,"A town or small city","A country village",83,31,5,5,5,3,3,5,2,3,5,5,4,4,2,3,4,17.5658760100372,8,8.28571,"TAN",5.4,12.6,156.5,1.941
562,"DK","DK0","DK02","DK022","male",35,"Low",1,"No","rural","Rather rural",7,8,4,8,3,"A big city","A town or small city",54,50,3,4,4,3,3,4,2,2,4,4,2,3,4,4,4,33.6428298453028,8,8.28571,"TAN",4.6,7.5,93.3,1.67
563,"DK","DK0","DK03","DK031","female",56,"Low",4,"No","rural","Rather rural",10,3,6,7,5,"A farm or home in the countryside","A town or small city",50,50,3,4,4,3,3,4,3,4,3,3,2,3,2,3,3,19.9421663818152,8,8.28571,"TAN",5.2,7.3,146.2,1.856
564,"DK","DK0","DK02","DK022","female",78,"Low",NA,"No","urban","Very urban",10,9,9,9,3,"A big city","A town or small city",70,84,3,4,4,3,2,4,4,5,2,2,2,1,2,1,1,23.6738252084449,8,8.28571,"TAN",4.6,7.5,93.3,1.67
565,"DK","DK0","DK04","DK041","female",28,"High",1,"No","urban","Rather urban",3,5,7,8,3,"A farm or home in the countryside","A town or small city",42,54,3,2,3,4,3,3,3,3,2,2,2,2,2,4,2,9.1874914965947,8,8.28571,"TAN",5.4,12.6,61.1,1.941
566,"DK","DK0","DK02","DK021","male",75,"Low",4,"No","urban","Very urban",9,8,6,7,7,"A town or small city","A big city",80,79,3,3,4,3,3,3,4,4,3,3,3,4,3,4,3,23.2843294943187,8,8.28571,"TAN",4.6,7.5,318.1,1.67
567,"DK","DK0","DK02","DK022","female",48,"Low",9,"No","rural","Rather rural",7,4,6,2,1,"The suburbs or outskirts of a big city","A country village",75,30,3,4,3,2,3,4,2,3,4,3,3,4,4,4,3,17.1642069435206,8,8.28571,"TAN",4.6,7.5,93.3,1.67
568,"DK","DK0","DK03","DK032","female",61,"Low",8,"No","urban","Very urban",9,8,5,3,5,"A big city","A big city",66,76,4,4,3,2,3,4,4,4,4,2,3,3,3,2,2,17.8504901893477,8,8.28571,"TAN",5.2,7.3,84.4,1.856
569,"DK","DK0","DK02","DK022","male",45,"Low",NA,"No","rural","Very rural",10,6,6,5,3,"A big city","A country village",51,51,5,4,4,1,1,5,4,4,2,1,3,3,3,3,3,22.3895064706661,8,8.28571,"TAN",4.6,7.5,93.3,1.67
570,"DK","DK0","DK03","DK032","female",62,"Low",2,"No","urban","Rather urban",10,10,4,10,0,"A farm or home in the countryside","The suburbs or outskirts of a big city",25,100,3,2,2,4,4,3,2,4,1,1,3,2,2,3,3,40.2523291251575,8,8.28571,"TAN",5.2,7.3,84.4,1.856
571,"DK","DK0","DK03","DK031","female",50,"Low",1,"No","rural","Rather rural",8,6,6,3,0,"A town or small city","A country village",49,56,3,4,3,3,2,3,3,3,3,3,5,3,4,4,4,17.0528589978338,8,8.28571,"TAN",5.2,7.3,146.2,1.856
572,"DK","DK0","DK05","DK050","female",28,"Low",7,"No","rural","Very rural",7,7,6,5,5,"A country village","A country village",52,51,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,27.9206017127139,8,8.28571,"TAN",4.7,4.9,76.5,2.104
573,"DK","DK0","DK05","DK050","female",46,"Low",NA,"No","rural","Very rural",10,6,8,5,2,"A big city","A farm or home in the countryside",84,67,2,2,2,2,4,2,3,3,2,2,3,3,3,3,3,5.12737749731771,8,8.28571,"TAN",4.7,4.9,76.5,2.104
574,"DK","DK0","DK04","DK042","female",22,"Low",1,"No","urban","Rather urban",6,5,6,7,7,"A town or small city","A town or small city",54,56,3,4,2,4,3,4,3,4,3,3,3,2,2,3,3,27.0916961447599,8,8.28571,"TAN",5.4,12.6,156.5,1.941
575,"DK","DK0","DK01","DK011","female",58,"Low",NA,"No","urban","Very urban",10,6,7,7,2,"A town or small city","A big city",78,73,3,3,3,3,3,3,3,3,3,3,2,3,3,4,2,20.897128989409,8,8.28571,"TAN",5.2,12.7,4578,1.557
576,"DK","DK0","DK01","DK013","male",60,"Low",2,"No","urban","Rather urban",9,4,9,7,0,"A town or small city","The suburbs or outskirts of a big city",40,79,1,1,2,3,4,3,5,4,1,1,2,3,4,2,1,18.7960102149366,8,8.28571,"TAN",5.2,12.7,344.4,1.557
577,"DK","DK0","DK02","DK022","female",21,"Low",6,"No","urban","Rather urban",10,8,8,5,2,"A country village","A town or small city",66,80,3,4,3,4,3,3,4,4,2,3,3,2,2,1,1,17.8832323700163,8.307692527771,8.57143,"TAN",4.6,7.5,93.3,1.67
578,"DK","DK0","DK05","DK050","male",63,"Low",9,"No","rural","Rather rural",10,3,8,3,1,"A country village","A country village",72,27,3,4,5,2,1,3,2,2,5,5,4,4,5,5,5,32.8793248105858,8.307692527771,8.57143,"TAN",4.7,4.9,76.5,2.104
579,"DK","DK0","DK01","DK011","male",36,"High",9,"No","urban","Very urban",10,10,7,8,9,"A big city","A big city",80,60,4,4,2,2,1,4,3,1,3,4,4,2,5,3,1,19.1509790872425,8.307692527771,8.57143,"TAN",5.2,12.7,4578,1.557
580,"DK","DK0","DK03","DK031","female",61,"Low",3,"No","urban","Rather urban",9,4,9,9,1,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",42,45,3,3,3,3,3,3,4,4,2,1,3,2,1,4,2,25.9632432488701,8.307692527771,8.57143,"TAN",5.2,7.3,146.2,1.856
581,"DK","DK0","DK01","DK013","male",71,"High",5,"No","urban","Rather urban",10,5,6,7,2,"The suburbs or outskirts of a big city","A town or small city",35,74,3,2,4,4,4,3,4,4,4,2,3,2,2,1,1,30.2537600968871,8.307692527771,8.57143,"TAN",5.2,12.7,344.4,1.557
582,"DK","DK0","DK01","DK012","female",43,"Low",5,"No","urban","Rather urban",7,3,3,8,3,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,50,3,4,2,4,4,3,2,3,2,2,2,2,2,2,2,24.8726757708132,8.307692527771,8.57143,"TAN",5.2,12.7,1665,1.557
583,"DK","DK0","DK01","DK011","male",67,"Low",3,"No","urban","Very urban",10,6,8,9,1,"The suburbs or outskirts of a big city","A big city",40,80,4,2,3,5,3,5,5,3,2,1,2,3,1,1,3,36.4971231742996,8.307692527771,8.57143,"TAN",5.2,12.7,4578,1.557
584,"DK","DK0","DK03","DK032","female",31,"Low",8,"Yes","urban","Very urban",9,4,10,6,6,"The suburbs or outskirts of a big city","A country village",48,68,2,2,2,5,5,2,5,5,1,2,2,2,1,3,5,2.14709105535839,8.307692527771,8.57143,"TAN",5.2,7.3,84.4,1.856
585,"DK","DK0","DK02","DK022","female",39,"Low",4,"No","rural","Very rural",10,4,10,5,7,"A town or small city","A town or small city",83,29,4,4,5,2,3,3,2,1,5,4,3,4,5,4,5,14.8690954667727,8.307692527771,8.57143,"TAN",4.6,7.5,93.3,1.67
586,"DK","DK0","DK04","DK041","female",65,"Low",2,"No","urban","Rather urban",10,8,3,9,1,"A town or small city","A town or small city",50,75,3,5,3,5,4,3,3,5,3,2,1,1,1,1,1,28.3705833567095,8.307692527771,8.57143,"TAN",5.4,12.6,61.1,1.941
587,"DK","DK0","DK02","DK022","male",37,"Low",7,"No","rural","Very rural",6,3,10,0,0,"A farm or home in the countryside","A country village",89,61,5,5,5,1,1,4,5,2,5,5,5,5,5,5,5,40.1616732719144,8.307692527771,8.57143,"TAN",4.6,7.5,93.3,1.67
588,"DK","DK0","DK03","DK032","male",50,"High",1,"No","urban","Very urban",10,6,6,10,0,"A big city","A big city",71,70,4,4,3,3,3,4,2,2,2,4,2,2,2,2,4,25.632206303789,8.307692527771,8.57143,"TAN",5.2,7.3,84.4,1.856
589,"DK","DK0","DK04","DK042","male",82,"Low",9,"No","urban","Rather urban",7,5,8,10,0,"A farm or home in the countryside","The suburbs or outskirts of a big city",41,62,2,2,2,5,5,3,4,4,2,2,1,1,1,1,1,23.4512259807457,8.307692527771,8.57143,"TAN",5.4,12.6,156.5,1.941
590,"DK","DK0","DK05","DK050","male",50,"High",4,"No","urban","Very urban",10,7,4,9,1,"A farm or home in the countryside","A farm or home in the countryside",69,85,4,2,2,5,4,4,5,5,3,2,3,4,2,3,3,28.8471835713645,8.307692527771,8.57143,"TAN",4.7,4.9,76.5,2.104
591,"DK","DK0","DK03","DK032","female",43,"Low",NA,"No","urban","Very urban",10,10,10,5,0,"A town or small city","A town or small city",51,83,4,4,2,3,3,4,5,5,3,3,3,4,1,1,1,27.0473658606527,8.307692527771,8.57143,"TAN",5.2,7.3,84.4,1.856
592,"DK","DK0","DK01","DK011","male",51,"Low",NA,"No","urban","Very urban",10,2,6,5,0,"A big city","A big city",29,61,3,1,2,5,5,3,4,4,3,3,3,4,4,4,5,22.751703232945,8.307692527771,8.57143,"TAN",5.2,12.7,4578,1.557
593,"DK","DK0","DK04","DK042","male",30,"High",8,"No","urban","Very urban",3,6,7,8,5,"The suburbs or outskirts of a big city","A big city",65,70,4,4,2,5,5,4,2,4,2,2,1,1,2,1,1,28.3019433961698,8.307692527771,8.57143,"TAN",5.4,12.6,156.5,1.941
594,"DK","DK0","DK04","DK041","female",44,"Low",7,"No","urban","Rather urban",10,4,6,1,3,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",36,63,2,1,1,5,5,3,1,4,4,3,3,1,1,4,1,14.6632192918199,8.307692527771,8.57143,"TAN",5.4,12.6,61.1,1.941
595,"DK","DK0","DK02","DK022","female",57,"Low",3,"No","rural","Very rural",6,1,4,5,6,"A country village","A country village",90,50,5,5,5,3,2,3,3,2,4,4,3,4,4,3,4,17.4573766643216,8.307692527771,8.57143,"TAN",4.6,7.5,93.3,1.67
596,"DK","DK0","DK05","DK050","male",49,"Low",6,"No","urban","Very urban",10,8,8,5,3,"A town or small city","A town or small city",30,95,3,2,3,5,4,3,4,4,1,3,3,1,1,1,1,26.2602360994718,8.307692527771,8.57143,"TAN",4.7,4.9,76.5,2.104
597,"DK","DK0","DK01","DK011","male",51,"Low",3,"No","urban","Very urban",9,10,7,10,3,"A big city","A big city",50,50,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,33.1464930271665,8.307692527771,8.57143,"TAN",5.2,12.7,4578,1.557
598,"DK","DK0","DK02","DK022","female",60,"Low",5,"No","urban","Very urban",6,6,6,9,0,"A town or small city","A big city",50,50,4,4,3,4,4,4,2,3,3,3,3,2,2,2,1,33.3550595862157,8.307692527771,8.57143,"TAN",4.6,7.5,93.3,1.67
599,"DK","DK0","DK02","DK022","female",18,"Low",10,"No","urban","Rather urban",4,4,7,4,5,"A big city","The suburbs or outskirts of a big city",30,50,3,2,2,4,3,4,4,4,3,3,2,2,1,1,1,18.7413980268282,8.307692527771,8.57143,"TAN",4.6,7.5,93.3,1.67
600,"DK","DK0","DK03","DK032","female",50,"Low",8,"No","rural","Rather rural",7,5,7,9,5,"A town or small city","A town or small city",82,51,4,3,4,4,3,4,4,3,4,3,3,2,4,4,4,19.9789889634085,8.307692527771,8.57143,"TAN",5.2,7.3,84.4,1.856
601,"DK","DK0","DK03","DK032","female",57,"Low",NA,"No","urban","Rather urban",10,10,10,10,2,"A town or small city","A town or small city",79,82,3,3,5,4,3,3,5,5,3,1,3,3,4,5,4,28.8203053418939,8.307692527771,8.57143,"TAN",5.2,7.3,84.4,1.856
602,"DK","DK0","DK04","DK042","male",46,"Low",NA,"No","rural","Rather rural",9,3,8,5,1,"The suburbs or outskirts of a big city","A country village",80,75,4,4,4,2,1,4,3,3,4,4,3,4,3,4,4,24,8.307692527771,8.57143,"TAN",5.4,12.6,156.5,1.941
603,"DK","DK0","DK03","DK031","male",51,"Low",3,"No","rural","Rather rural",2,6,6,5,0,"The suburbs or outskirts of a big city","A country village",50,50,4,4,3,3,3,4,2,3,4,3,3,3,3,4,3,6.49692234831231,8.307692527771,8.57143,"TAN",5.2,7.3,146.2,1.856
604,"DK","DK0","DK05","DK050","male",51,"Low",10,"Yes","rural","Very rural",6,6,7,7,5,"A farm or home in the countryside","A country village",89,76,5,5,5,3,2,5,4,4,4,4,3,4,4,5,3,18.6075253593808,8.307692527771,8.57143,"TAN",4.7,4.9,76.5,2.104
605,"DK","DK0","DK01","DK012","female",50,"Low",1,"Yes","urban","Rather urban",10,7,9,5,0,"A town or small city","A town or small city",40,41,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,8.28552955459094,8.307692527771,8.57143,"TAN",5.2,12.7,1665,1.557
606,"DK","DK0","DK04","DK042","female",38,"Low",2,"No","rural","Rather rural",0,3,3,8,3,"A town or small city","A town or small city",50,50,3,2,5,3,3,3,4,2,3,3,3,3,3,4,4,17.3562668797181,8.307692527771,8.57143,"TAN",5.4,12.6,156.5,1.941
607,"DK","DK0","DK03","DK031","female",65,"Low",10,"No","urban","Very urban",10,7,7,7,7,"A town or small city","A town or small city",50,50,3,4,3,4,4,4,4,4,3,3,2,2,2,3,3,23.6408544684832,8.307692527771,8.57143,"TAN",5.2,7.3,146.2,1.856
608,"DK","DK0","DK05","DK050","male",37,"High",NA,"No","urban","Very urban",6,5,6,8,0,"A town or small city","A big city",35,31,2,2,3,2,2,2,2,3,3,2,2,3,2,4,3,15.7673713725529,8.307692527771,8.57143,"TAN",4.7,4.9,76.5,2.104
609,"DK","DK0","DK01","DK012","male",36,"Low",NA,"No","urban","Rather urban",10,8,7,5,2,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",71,50,4,3,3,2,3,2,2,3,4,3,3,3,4,4,3,33.6542716456619,8.307692527771,8.57143,"TAN",5.2,12.7,1665,1.557
610,"DK","DK0","DK01","DK013","male",38,"Low",NA,"No","urban","Very urban",9,8,7,10,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,50,3,2,2,4,3,3,4,4,2,2,5,5,5,4,4,37.5900252726704,8.307692527771,8.57143,"TAN",5.2,12.7,344.4,1.557
611,"DK","DK0","DK01","DK011","female",54,"High",3,"No","urban","Rather urban",10,8,4,10,0,"A town or small city","A town or small city",51,47,3,2,2,5,5,2,3,3,2,2,5,4,3,4,2,38.8453343401753,8.307692527771,8.57143,"TAN",5.2,12.7,4578,1.557
612,"DK","DK0","DK04","DK042","male",71,"Low",3,"No","urban","Very urban",4,4,4,8,0,"A big city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,38.7490645048368,8.307692527771,8.57143,"TAN",5.4,12.6,156.5,1.941
613,"DK","DK0","DK05","DK050","male",42,"Low",NA,"No","rural","Very rural",4,2,6,9,1,"A country village","A country village",52,54,4,5,3,2,2,4,4,2,4,4,4,2,3,3,2,32.1564923460256,8.307692527771,8.57143,"TAN",4.7,4.9,76.5,2.104
614,"DK","DK0","DK05","DK050","male",41,"Low",3,"No","urban","Rather urban",9,7,6,8,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",70,75,4,4,4,5,5,5,2,4,5,5,2,1,2,2,3,40.4,8.307692527771,8.57143,"TAN",4.7,4.9,76.5,2.104
615,"DK","DK0","DK05","DK050","female",28,"Low",7,"No","rural","Very rural",5,5,7,5,5,"The suburbs or outskirts of a big city","A farm or home in the countryside",85,51,3,4,4,2,2,3,2,1,3,5,4,4,3,4,3,15.2541797550704,8.307692527771,8.57143,"TAN",4.7,4.9,76.5,2.104
616,"DK","DK0","DK01","DK012","male",72,"High",10,"No","urban","Very urban",8,8,5,10,0,"A big city","The suburbs or outskirts of a big city",60,70,3,4,3,4,3,3,2,4,3,2,5,4,4,3,4,34.6554469023269,8.307692527771,8.57143,"TAN",5.2,12.7,1665,1.557
617,"DK","DK0","DK02","DK021","male",46,"High",10,"Yes","urban","Rather urban",8,6,6,5,7,"A big city","A town or small city",50,50,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,30.1854269474526,NA,5,"liberal",4.6,7.5,318.1,1.67
618,"DK","DK0","DK04","DK041","female",37,"High",NA,"Yes","rural","Rather rural",10,9,6,5,10,"A town or small city","A town or small city",50,50,2,1,2,5,5,4,4,4,2,3,1,4,4,2,2,19.7190263451318,NA,5,"liberal",5.4,12.6,61.1,1.941
619,"DK","DK0","DK02","DK022","male",59,"Low",4,"No","urban","Rather urban",7,7,6,7,7,"A country village","A town or small city",80,80,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24.8306262506607,NA,5,"liberal",4.6,7.5,93.3,1.67
620,"DK","DK0","DK01","DK012","female",25,"Low",7,"Yes","urban","Very urban",6,8,4,3,7,"The suburbs or outskirts of a big city","A big city",76,35,4,5,5,4,2,3,5,5,1,1,3,3,3,3,3,16.7761735804086,NA,5,"liberal",5.2,12.7,1665,1.557
621,"DK","DK0","DK03","DK031","female",19,"Low",NA,"No","rural","Rather rural",10,5,5,3,5,"A town or small city","A town or small city",60,50,4,3,3,2,3,4,2,2,4,3,3,3,3,3,3,28.498421008891,NA,5,"liberal",5.2,7.3,146.2,1.856
622,"DK","DK0","DK01","DK011","male",73,"High",8,"No","urban","Very urban",9,6,4,7,7,"A big city","A big city",73,68,3,4,4,5,4,3,5,5,4,4,5,5,4,4,3,29.0415219986832,NA,5,"liberal",5.2,12.7,4578,1.557
623,"DK","DK0","DK02","DK021","male",42,"High",9,"No","urban","Rather urban",7,6,6,3,8,"A big city","A town or small city",60,40,4,4,4,4,4,2,2,2,2,2,4,5,5,4,4,28.6895451340728,NA,5,"liberal",4.6,7.5,318.1,1.67
624,"DK","DK0","DK01","DK013","male",65,"High",10,"No","urban","Rather urban",2,5,3,6,10,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",75,81,3,4,3,3,3,3,2,3,3,3,5,3,4,4,3,24.2711763208955,NA,5,"liberal",5.2,12.7,344.4,1.557
625,"DK","DK0","DK01","DK012","female",32,"High",6,"No","urban","Very urban",10,8,7,6,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",90,82,4,4,4,4,2,4,4,4,3,3,4,4,2,4,4,27.9830305721164,NA,5,"liberal",5.2,12.7,1665,1.557
626,"DK","DK0","DK04","DK042","male",53,"Low",6,"No","rural","Very rural",7,7,7,7,5,"The suburbs or outskirts of a big city","A town or small city",80,60,3,4,4,2,2,4,3,3,4,4,4,4,4,4,4,21.1426110024283,NA,5,"liberal",5.4,12.6,156.5,1.941
627,"DK","DK0","DK04","DK041","male",53,"Low",5,"No","urban","Very urban",7,7,7,5,5,"A town or small city","A town or small city",55,58,3,4,4,3,4,3,4,4,2,3,4,3,2,2,3,21.7,NA,5,"liberal",5.4,12.6,61.1,1.941
628,"DK","DK0","DK03","DK031","male",36,"High",7,"No","urban","Rather urban",7,6,4,5,3,"A town or small city","A town or small city",62,36,4,4,4,2,4,2,1,3,5,5,5,5,5,5,3,24.0840195980654,NA,5,"liberal",5.2,7.3,146.2,1.856
629,"DK","DK0","DK01","DK011","male",82,"High",10,"No","urban","Very urban",9,7,5,8,6,"The suburbs or outskirts of a big city","A big city",70,80,3,3,2,2,2,3,4,2,3,4,3,3,3,3,3,24.4190499405689,NA,5,"liberal",5.2,12.7,4578,1.557
630,"DK","DK0","DK05","DK050","male",57,"Low",1,"Yes","urban","Rather urban",10,9,10,4,8,"A country village","A country village",79,90,5,4,4,4,2,5,5,4,2,1,4,2,2,4,1,34.5718093249399,NA,5,"liberal",4.7,4.9,76.5,2.104
631,"DK","DK0","DK02","DK021","male",46,"Low",9,"No","rural","Very rural",9,1,7,5,5,"The suburbs or outskirts of a big city","A country village",64,41,4,4,4,2,1,4,3,3,4,4,3,3,3,3,3,12.8953479984062,NA,5,"liberal",4.6,7.5,318.1,1.67
632,"DK","DK0","DK04","DK042","male",40,"High",7,"No","urban","Very urban",5,7,6,6,8,"A country village","A town or small city",75,67,3,4,3,3,3,3,2,3,3,3,2,4,2,3,3,21.3082143784973,NA,5,"liberal",5.4,12.6,156.5,1.941
633,"DK","DK0","DK01","DK011","male",56,"High",10,"No","urban","Very urban",9,8,3,7,6,"The suburbs or outskirts of a big city","A big city",82,59,4,5,4,4,2,3,2,4,3,3,4,5,4,3,4,29.2815641658706,NA,5,"liberal",5.2,12.7,4578,1.557
634,"DK","DK0","DK03","DK032","female",24,"High",8,"No","urban","Rather urban",10,6,6,6,4,"A town or small city","A country village",46,54,5,2,3,4,3,5,4,4,3,2,3,2,2,3,2,19.3793704748116,NA,5,"liberal",5.2,7.3,84.4,1.856
635,"DK","DK0","DK05","DK050","male",59,"High",10,"No","rural","Rather rural",9,3,7,6,6,"The suburbs or outskirts of a big city","A town or small city",51,51,3,3,4,3,1,3,4,3,4,1,3,3,4,2,4,16.2061716639063,NA,5,"liberal",4.7,4.9,76.5,2.104
636,"DK","DK0","DK01","DK013","female",63,"Low",10,"No","rural","Rather rural",10,7,3,2,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",58,82,3,2,3,3,4,3,4,4,3,3,1,2,2,1,1,38.3035246419961,NA,5,"liberal",5.2,12.7,344.4,1.557
637,"DK","DK0","DK01","DK011","male",44,"High",NA,"Yes","urban","Very urban",9,6,7,8,7,"A farm or home in the countryside","A big city",65,65,4,2,2,5,4,3,4,3,2,3,3,3,3,3,3,21.8668699177546,NA,5,"liberal",5.2,12.7,4578,1.557
638,"DK","DK0","DK05","DK050","female",52,"Low",NA,"No","urban","Very urban",8,9,6,8,8,"A town or small city","A town or small city",52,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24.6706303121748,NA,5,"liberal",4.7,4.9,76.5,2.104
639,"DK","DK0","DK04","DK041","female",28,"High",9,"No","urban","Very urban",8,8,4,7,4,"A big city","A big city",65,47,4,4,4,3,3,3,2,3,4,4,4,4,3,4,4,16.3878003404972,NA,5,"liberal",5.4,12.6,61.1,1.941
640,"DK","DK0","DK02","DK021","female",32,"Low",6,"No","urban","Very urban",5,4,8,7,6,"A farm or home in the countryside","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,10.0920760995942,NA,5,"liberal",4.6,7.5,318.1,1.67
641,"DK","DK0","DK01","DK012","male",30,"High",NA,"No","urban","Very urban",4,7,4,5,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,51,3,4,3,3,3,3,2,3,4,4,3,3,3,3,3,26.0468808113371,NA,5,"liberal",5.2,12.7,1665,1.557
642,"DK","DK0","DK01","DK012","male",68,"Low",4,"No","urban","Very urban",7,9,5,5,8,"A farm or home in the countryside","The suburbs or outskirts of a big city",50,50,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,25.2952564723112,NA,5,"liberal",5.2,12.7,1665,1.557
643,"DK","DK0","DK03","DK032","female",74,"Low",4,"No","urban","Rather urban",10,9,8,6,6,"A farm or home in the countryside","The suburbs or outskirts of a big city",75,75,3,4,2,4,3,4,2,5,3,3,4,3,2,3,2,11.2698713391059,NA,5,"liberal",5.2,7.3,84.4,1.856
644,"DK","DK0","DK04","DK042","female",25,"High",1,"No","urban","Very urban",10,7,6,6,7,"The suburbs or outskirts of a big city","A big city",75,76,3,3,3,3,2,3,2,4,3,3,3,4,3,4,2,25.2517326138228,NA,5,"liberal",5.4,12.6,156.5,1.941
645,"DK","DK0","DK02","DK022","female",67,"Low",5,"No","urban","Rather urban",9,8,8,5,4,"The suburbs or outskirts of a big city","A town or small city",70,78,3,2,3,4,4,3,4,4,3,3,2,2,2,2,2,28.6790864568591,NA,5,"liberal",4.6,7.5,93.3,1.67
646,"DK","DK0","DK02","DK022","female",25,"High",1,"Yes","rural","Very rural",4,9,7,6,9,"A town or small city","A country village",56,64,3,2,4,3,3,5,5,5,3,3,3,3,3,4,4,32.7346910784263,NA,5,"liberal",4.6,7.5,93.3,1.67
647,"DK","DK0","DK05","DK050","male",18,"Low",1,"No","urban","Rather urban",10,4,7,6,6,"A town or small city","A town or small city",50,50,3,3,3,4,3,3,3,3,3,3,3,4,2,2,2,16.9543504741408,NA,5,"liberal",4.7,4.9,76.5,2.104
648,"DK","DK0","DK03","DK032","male",67,"High",4,"No","rural","Rather rural",6,4,5,5,5,"A farm or home in the countryside","A country village",53,54,3,4,4,2,2,3,3,4,3,3,2,3,2,3,2,15.3626169645669,NA,5,"liberal",5.2,7.3,84.4,1.856
649,"DK","DK0","DK03","DK031","female",24,"Low",NA,"Yes","rural","Very rural",8,7,5,6,5,"A farm or home in the countryside","A farm or home in the countryside",65,54,3,4,4,3,2,3,3,3,5,3,3,2,4,3,3,17.5852210677034,NA,5,"liberal",5.2,7.3,146.2,1.856
650,"DK","DK0","DK02","DK022","female",50,"Low",4,"No","urban","Very urban",1,9,9,5,5,"A town or small city","A big city",61,88,3,3,3,4,4,3,4,4,2,2,3,3,2,3,5,16.982343772283,NA,5,"liberal",4.6,7.5,93.3,1.67
651,"DK","DK0","DK01","DK013","female",40,"High",9,"No","urban","Rather urban",3,4,6,5,6,"A town or small city","A town or small city",81,98,4,4,4,4,4,4,5,4,4,2,4,2,2,2,1,19.5675752202464,NA,5,"liberal",5.2,12.7,344.4,1.557
652,"DK","DK0","DK03","DK032","female",24,"High",7,"No","urban","Rather urban",6,7,5,5,6,"A town or small city","A town or small city",57,80,4,2,4,5,4,4,4,4,2,1,4,4,2,4,2,10.4216121593542,NA,5,"liberal",5.2,7.3,84.4,1.856
653,"DK","DK0","DK01","DK012","male",76,"Low",1,"No","urban","Very urban",9,8,6,7,6,"A town or small city","The suburbs or outskirts of a big city",70,70,3,4,4,3,1,3,2,4,3,1,4,4,4,2,3,13.5059246258818,NA,5,"liberal",5.2,12.7,1665,1.557
654,"DK","DK0","DK02","DK022","male",36,"High",9,"No","rural","Very rural",10,4,5,5,7,"A town or small city","A country village",66,55,3,4,4,2,2,4,4,3,4,4,3,3,4,2,2,22.068982758614,NA,5,"liberal",4.6,7.5,93.3,1.67
655,"DK","DK0","DK04","DK042","male",39,"Low",2,"No","rural","Very rural",9,8,9,5,5,"A country village","A country village",88,50,4,5,2,3,3,4,2,3,3,5,3,3,2,5,5,25.4762634622898,NA,5,"liberal",5.4,12.6,156.5,1.941
656,"DK","DK0","DK05","DK050","male",77,"Low",NA,"Yes","urban","Rather urban",8,8,4,8,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",51,51,3,4,2,4,3,3,2,4,3,2,3,4,2,2,3,24.7394421925798,NA,5,"liberal",4.7,4.9,76.5,2.104
657,"DK","DK0","DK04","DK042","male",83,"Low",5,"No","rural","Rather rural",10,7,7,7,6,"A big city","A town or small city",60,61,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16.4450600485374,NA,5,"liberal",5.4,12.6,156.5,1.941
658,"DK","DK0","DK04","DK041","female",19,"Low",NA,"Yes","rural","Rather rural",9,8,8,5,5,"A town or small city","A town or small city",77,60,3,4,4,2,3,4,3,3,4,4,3,3,4,3,4,30.4277833566627,NA,5,"liberal",5.4,12.6,61.1,1.941
659,"DK","DK0","DK01","DK012","male",35,"High",NA,"No","urban","Rather urban",7,7,8,2,4,"A town or small city","The suburbs or outskirts of a big city",59,78,4,2,2,5,3,4,4,5,3,2,4,2,2,5,2,14.6523035731587,NA,5,"liberal",5.2,12.7,1665,1.557
660,"DK","DK0","DK03","DK031","female",63,"Low",4,"No","urban","Very urban",10,8,5,8,2,"A farm or home in the countryside","The suburbs or outskirts of a big city",51,61,3,3,3,4,4,3,3,4,2,2,3,2,3,1,1,6.26498204307083,NA,5,"liberal",5.2,7.3,146.2,1.856
